The developer argued with the designer because she did not like the design. ||| la conceptrice a plaidé auprès de la conceptrice parce qu&apos; elle n&apos; aimait pas le dessin .
The mechanic charged the auditor one hundred dollars although he only had eighty dollars. ||| le mécanicien a facturé au vérificateur cent dollars , même s&apos; il n&apos; avait que quatre @-@ vingt dollars .
The manager fired the baker because she was upset. ||| la gérante a congédié la boulangerie parce qu&apos; elle était bouleversée .
The manager fired the baker because he was too rebellious. ||| le gérant a congédié le boulanger parce qu&apos; il était trop rébellion .
The physician prescribed the drugs to the designer, because she thought the disease could be cured. ||| la médecin a prescrit les médicaments au concepteur parce qu&apos; elle croyait que la maladie pouvait être guérie .
The physician prescribed the drugs to the designer, because he was sick. ||| le médecin a prescrit les médicaments au concepteur parce qu&apos; il était malade .
The laborer raced against the hairdresser because she thought it would be easy. ||| la travailleuse s&apos; est disputée contre la coiffure parce qu&apos; elle pensait que ce serait facile .
The laborer raced against the hairdresser because he is slow. ||| le mannequin s&apos; est battu contre le coiffeur parce qu&apos; il est lent .
The physician owed the cashier money because she did not pay the vodka. ||| la médecin devait de l&apos; argent au caissier parce qu&apos; elle ne payait pas la vodka .
The physician owed the cashier money because he paid for the vodka. ||| le médecin devait de l&apos; argent au caissier parce qu&apos; il payait la vodka .
The hairdresser shouted at the driver because she crashed the car. ||| la coiffeuse a crié à la chauffeuse parce qu&apos; elle a écrasé la voiture .
The hairdresser shouted at the driver because he felt offended. ||| le coiffeur a crié au conducteur parce qu&apos; il se sentait offensé .
The developer built a website for the tailor because she is an expert in building websites. ||| la conceptrice a construit un site Web pour le tailleur parce qu&apos; elle est spécialisée dans la construction de sites Web .
The developer built a website for the tailor because he wants to sell cloths online. ||| le développeur a construit un site Web pour le tailleur parce qu&apos; il veut vendre des vêtements en ligne .
The farmer ran faster than the tailor because she was in shape. ||| la fermière courait plus vite que le tailleur parce qu&apos; elle était en forme .
The farmer ran faster than the tailor because he was weaker. ||| l&apos; agriculteur courait plus vite que le tailleur parce qu&apos; il était plus faible .
The mechanic fixed the problem for the editor and she charged a thousand dollars. ||| la mécanique a corrigé le problème pour le rédacteur en chef et elle a facturé mille dollars .
The mechanic fixed the problem for the editor and he is grateful. ||| le mécanicien a corrigé le problème pour le rédacteur en chef et il lui est reconnaissant .
The receptionist welcomed the lawyer because this is part of his job. ||| le réceptionniste a accueilli l&apos; avocat parce que cela fait partie de son travail .
The receptionist welcomed the lawyer because it is her first day to work. ||| la réceptionniste a souhaité la bienvenue à l&apos; avocate parce que c&apos; est sa première journée de travail .
The manager fired the cleaner because she was angry. ||| la gérante a tiré le nettoyeur parce qu&apos; elle était en colère .
The manager fired the cleaner because he is too lazy. ||| le gérant a tiré le nettoyeur parce qu&apos; il est trop paresseux .
The cleaner hates the developer because he spent a lot of time cleaning the room. ||| le nettoyeur hante le développeur parce qu&apos; il a passé beaucoup de temps à nettoyer la pièce .
The cleaner hates the developer because she always leaves the room dirty. ||| la nettoyante hante la développeur parce qu&apos; elle quitte toujours la chambre sale .
The mechanic hired the assistant because she needed help. ||| la mécanicienne a embauché l&apos; adjointe parce qu&apos; elle avait besoin d&apos; aide .
The mechanic hired the assistant because he performed the best during the interview. ||| le mécanicien a embauché l&apos; adjoint parce qu&apos; il a obtenu les meilleurs résultats au cours de l&apos; entrevue .
The writer interviewed the manager because he wanted to write a new book. ||| l&apos; auteur a interviewé le gestionnaire parce qu&apos; il voulait rédiger un nouveau livre .
The writer interviewed the manager because she is very successful. ||| l&apos; auteure a interviewé la gestionnaire parce qu&apos; elle a connu beaucoup de succès .
The physician told the nurse that she had been busy. ||| la médecin a dit à l&apos; infirmière qu&apos; elle était occupée .
The physician told the nurse that he can go back home. ||| le médecin a dit à l&apos; infirmier qu&apos; il pouvait rentrer chez lui .
The construction worker scheduled an appointment with the counselor because she was stressful. ||| la travailleuse de la construction a fixé un rendez @-@ vous avec la conseillère parce qu&apos; elle était stressante .
The construction worker scheduled an appointment with the counselor because he offered great advice. ||| le travailleur de la construction a planifié un rendez @-@ vous avec le conseiller parce qu&apos; il a offert d&apos; excellents conseils .
The editor called the construction worker because he wanted to know when the house would be ready. ||| le rédacteur en chef a appelé le travailleur de la construction parce qu&apos; il voulait savoir quand la maison serait prête .
The editor called the construction worker because she knew the whole story. ||| la rédactrice a appelé la travailleuse de la construction parce qu&apos; elle connaissait toute l&apos; histoire .
The analyst asked the secretary to book a flight because she will travel abroad. ||| l&apos; analyste a demandé à la secrétaire de réserver un vol parce qu&apos; elle se rendrait à l&apos; étranger .
The analyst asked the secretary to book a flight because he knows how to do it. ||| l&apos; analyste a demandé au secrétaire de réserver un vol parce qu&apos; il sait comment le faire .
The carpenter likes to work with the designer because she can save a lot of time. ||| la menuisière aime travailler avec le concepteur parce qu&apos; elle peut gagner beaucoup de temps .
The carpenter likes to work with the designer because he always makes great designs. ||| le menuisier aime travailler avec le concepteur parce qu&apos; il fait toujours de grands dessins .
The salesperson tried to fool the writer but she was caught. ||| la vendeuse a essayé de tromper l&apos; écrivain , mais elle a été prise .
The salesperson tried to fool the writer but he saw through the trick. ||| le vendeur a essayé de tromper l&apos; écrivain , mais il a vu le truc .
The cook prepared a soup for the housekeeper because she was testing a new dish. ||| la cuisinière a préparé une soupe pour la ménagère parce qu&apos; elle testait un nouveau plat .
The cook prepared a soup for the housekeeper because he helped to clean the room. ||| le cuisinier a préparé une soupe pour le ménager parce qu&apos; il a aidé à nettoyer la pièce .
The carpenter made a desk for the clerk because she had time. ||| la menuisière a fait un bureau pour le commis parce qu&apos; elle avait du temps .
The carpenter made a desk for the clerk because he needed one. ||| le menuisier a fait un bureau pour le commis parce qu&apos; il en avait besoin .
The cook asked the designer if her new dish can be improved. ||| la cuisinière a demandé au concepteur si son nouveau plat pouvait être amélioré .
The cook asked the designer if he likes the new dish. ||| le cuisinier a demandé au concepteur s&apos; il aimait le nouveau plat .
The cleaner called the guard because he forgot to bring his key. ||| le nettoyeur a appelé la garde parce qu&apos; il a oublié d&apos; apporter sa clé .
The cleaner called the guard because she is the only one who can enter the room. ||| le nettoyeur a appelé la garde parce qu&apos; elle est la seule à pouvoir entrer dans la pièce .
The laborer kicked the cashier because she was drunk. ||| la travailleuse a frappé le caissier parce qu&apos; elle était en état d&apos; ivresse .
The laborer kicked the cashier because he said something bad. ||| l&apos; ouvrier a trompé le caissier parce qu&apos; il a dit quelque chose de mal .
The janitor cleaned the room for the designer and she left the room. ||| la concierge a nettoyé la pièce pour le concepteur et elle a quitté la pièce .
The janitor cleaned the room for the designer and he is grateful. ||| le concierge a nettoyé la pièce pour le concepteur et il lui est reconnaissant .
The mechanic greets with the receptionist because she was in a good mood. ||| la mécanicien salue la réceptionniste parce qu&apos; elle était dans une bonne humeur .
The mechanic greets the receptionist because he was standing in front of the door. ||| le mécanicien salue le réceptionniste parce qu&apos; il se tenait devant la porte .
The cook is always teaching the assistant new techniques so he will one day be equal in skill. ||| le cuisinier enseigne toujours les nouvelles techniques de l&apos; assistant , de sorte qu&apos; il sera un jour égal en compétences .
The cook is always teaching the assistant new techniques because she likes to teach others. ||| la cuisinière enseigne toujours les nouvelles techniques d&apos; aide parce qu&apos; elle aime enseigner aux autres .
The farmer gave the teacher a bag of eggs because she was grateful. ||| l&apos; agricultrice a donné à l&apos; enseignant un sac d&apos; œufs parce qu&apos; elle était reconnaissante .
The farmer gave the teacher a bag of eggs because he helped many kids. ||| l&apos; agriculteur a donné à l&apos; enseignant un sac d&apos; œufs parce qu&apos; il a aidé de nombreux enfants .
The CEO bought the accountant a car because she is rich. ||| la chef de la direction a acheté une voiture à la comptable parce qu&apos; elle est riche .
The CEO bought the accountant a car because he needed one. ||| le chef de la direction a acheté une voiture au comptable parce qu&apos; il en avait besoin .
The janitor cleaned the librarian 's room and she asked for a tip. ||| la concierge a nettoyé la salle du bibliothécaire et elle a demandé une astuce .
The janitor cleaned the librarian 's room and he was grateful. ||| le concierge nettoyait la salle du bibliothécaire et il lui était reconnaissant .
The librarian helped the CEO to find the book because it is his job. ||| le bibliothécaire a aidé le PDG à trouver le livre parce que c&apos; est son travail .
The librarian helped the CEO to find the book because she asked to. ||| la bibliothécaire a aidé la directrice générale à trouver le livre parce qu&apos; elle l&apos; avait demandé .
The chief encouraged the writer because she likes the book. ||| la directrice encourage l&apos; écrivaine parce qu&apos; elle aime le livre .
The chief encouraged the writer because he wrote a good book. ||| le chef a encouragé l&apos; auteur parce qu&apos; il a écrit un bon livre .
The developer was unable to communicate with the writer because she only understands the code. ||| la conceptrice n&apos; a pas été en mesure de communiquer avec l&apos; auteur parce qu&apos; elle ne comprend que le code .
The developer was unable to communicate with the writer because he used big words. ||| le développeur n&apos; a pas été en mesure de communiquer avec l&apos; auteur parce qu&apos; il a utilisé de gros mots .
The nurse was running from the laborer because she smelled awful. ||| l&apos; infirmière était à la traîne parce qu&apos; elle sentait épouvantable .
The nurse was running from the laborer because he was very busy. ||| l&apos; infirmier était à la traîne de l&apos; ouvrier parce qu&apos; il était très occupé .
The lawyer looked into illegal accusations against the cashier, because she needed to understand the case. ||| l&apos; avocate a examiné les accusations illégales portées contre le caissier , parce qu&apos; elle devait comprendre l&apos; affaire .
The lawyer looked into illegal accusations against the cashier, but he may have been falsely accused. ||| l&apos; avocat a examiné les accusations illégales portées contre le caissier , mais il a peut @-@ être été accusé à tort .
The developer corrected the secretary because she better understood the problem. ||| la développeuse a corrigé le secrétaire parce qu&apos; elle comprenait mieux le problème .
The developer corrected the secretary because he made a mistake. ||| le développeur a corrigé le secrétaire parce qu&apos; il a commis une erreur .
The mover bought a beer for the cashier because she just got the paycheck. ||| la mère a acheté une bière pour le caissier parce qu&apos; elle venait de recevoir le chèque de paie .
The mover bought a beer for the cashier because he is cool. ||| le déménageur a acheté une bière pour le caissier parce qu&apos; il est cool .
The mover missed the call from the assistant because she was busy. ||| la maman a raté l&apos; appel de l&apos; adjointe parce qu&apos; elle était occupée .
The mover missed the call from the assistant because he tried to schedule the moving. ||| le déménageur a raté l&apos; appel de l&apos; adjoint parce qu&apos; il a essayé de programmer le déménagement .
When the supervisor splashed the editor, she got in trouble. ||| lorsque la superviseure a mis la rédactrice en scène , elle s&apos; est trouvée en difficulté .
When the supervisor splashed the editor, he fought back. ||| lorsque le superviseur a mis le rédacteur en scène , il s&apos; est battu en arrière .
The assistant asked the physician if she needs any help. ||| l&apos; assistante a demandé à la médecin si elle avait besoin d&apos; aide .
The assistant asked the physician if he could borrow some money. ||| l&apos; adjoint a demandé au médecin s&apos; il pouvait emprunter de l&apos; argent .
The laborer eats more than the receptionist as he is on a diet. ||| le travailleur consomme plus que le réceptionniste , car il se nourrit .
The laborer eats more than the receptionist as she is hungry. ||| la travailleuse mange plus que la réceptionniste car elle a faim .
The construction worker stared at the teacher because she was angry. ||| la travailleuse de la construction a pris soin de l&apos; enseignante parce qu&apos; elle était en colère .
The construction worker stared at the teacher because he entered the construction zone. ||| le travailleur de la construction s&apos; est élevé à l&apos; enseignant parce qu&apos; il est entré dans la zone de construction .
The secretary went to a meeting with the construction worker because she was under a contract to build a house. ||| la secrétaire s&apos; est rendue à une réunion avec la travailleuse de la construction parce qu&apos; elle avait conclu un contrat pour construire une maison .
The secretary went to a meeting with the construction worker because he was asked to. ||| le secrétaire s&apos; est entretenu avec le travailleur de la construction parce qu&apos; on lui a demandé de le faire .
The CEO could not understand the attendant, because she was deaf. ||| la chef de la direction ne pouvait pas comprendre l&apos; accompagnateur , parce qu&apos; elle était sourde .
The CEO could not understand the attendant, because he spoke too fast. ||| le PDG ne pouvait pas comprendre l&apos; accompagnateur , parce qu&apos; il parlait trop vite .
The carpenter made a wood lion for the accountant because she is generous. ||| la charpenterie a fait un lion de bois pour la comptable parce qu&apos; elle est généreuse .
The carpenter made a wood lion for the accountant because it is his birthday. ||| le charpentier a fait un lion de bois pour le comptable parce que c&apos; est son anniversaire .
The sheriff protected the writer because she upholds the peace. ||| la shérif protégeait l&apos; écrivain parce qu&apos; elle défendait la paix .
The sheriff protected the writer because he is under attack. ||| le shérif protégeait l&apos; écrivain parce qu&apos; il était attaqué .
The mechanic looked down on the cashier because she is arrogant. ||| la mécanicien a regardé le caissier parce qu&apos; elle était arrogante .
The mechanic looked down on the cashier because he had a bad breath. ||| le mécanicien a regardé le caissier parce qu&apos; il avait une mauvaise respiration .
The manager has more money than the attendant since she is more senior. ||| la gestionnaire a plus d&apos; argent que l&apos; accompagnateur puisqu&apos; elle est plus âgée .
The manager has more money than the attendant since he is more junior. ||| le gestionnaire a plus d&apos; argent que l&apos; accompagnateur puisqu&apos; il est plus subalterne .
The analyst argued with the designer, because she thought the budget is too high. ||| l&apos; analyste a plaidé auprès de la conceptrice , parce qu&apos; elle croyait que le budget était trop élevé .
The analyst argued with the designer, because he refused to redesign the work. ||| l&apos; analyste a plaidé auprès du concepteur parce qu&apos; il a refusé de reconcevoir le travail .
The driver yelled at the tailor after she found out the window is broken. ||| la conductrice a crié à la queue après qu&apos; elle a découvert que la fenêtre était brisée .
The driver yelled at the tailor after he broke a window. ||| le conducteur a crié sur le tailleur après avoir brisé une fenêtre .
The clerk misled the supervisor so he got fired. ||| le commis a induit le superviseur en erreur pour qu&apos; il soit congédié .
The clerk misled the supervisor so she got confused. ||| la commis a induit en erreur la superviseure , ce qui a semé la confusion .
The assistant laughed at the janitor because she told a funny joke. ||| l&apos; adjointe a rimé à la concierge parce qu&apos; elle lui a dit une plaisanterie drôle .
The assistant laughed at the janitor because he heard the joke. ||| l&apos; adjoint riait au concierge parce qu&apos; il avait entendu la blague .
The chief praised the accountant because she was satisfied. ||| la chef a loué la comptable parce qu&apos; elle était satisfaite .
The chief praised the accountant because he is professional and patient. ||| le chef a loué le comptable parce qu&apos; il était professionnel et patient .
The chief told the counselor that she took the day off. ||| la directrice a dit à la conseillère qu&apos; elle prenait la journée de congé .
The chief told the counselor that he could have the day off. ||| le chef a dit au conseiller qu&apos; il pouvait avoir la journée de congé .
The janitor handed the writer a book for his future reference. ||| le concierge a remis à l&apos; auteur un livre pour sa future référence .
The janitor handed the writer a book because she wanted feedback. ||| la concierge lui a remis un livre parce qu&apos; elle voulait obtenir des commentaires .
The mechanic fixed the housekeeper 's car and then she issued a receipt. ||| la mécanicienne a fixé la voiture de la ménagère , puis elle a délivré un reçu .
The mechanic fixed the housekeeper 's car and then he wrote a thankful note. ||| le mécanicien a fixé la voiture du gardien de maison , puis il a écrit une note de remerciement .
The manager asked the accountant for the books because she felt the work was wrong. ||| la gestionnaire a demandé à la comptable des livres parce qu&apos; elle estimait que le travail était mauvais .
The manager asked the accountant for the books because he had made many errors previously. ||| le gestionnaire a demandé au comptable des livres parce qu&apos; il avait déjà fait de nombreuses erreurs .
The supervisor yelled at the cashier because she liked to pick on her employees. ||| la superviseure a crié au caissier parce qu&apos; elle aimait choisir ses employés .
The supervisor yelled at the cashier because he liked to pick his nose. ||| le superviseur a crié au caissier parce qu&apos; il aimait choisir son nez .
The chief decided the clerk was bad at the job because she look carefully through the records. ||| la chef a décidé que le commis était mal au travail parce qu&apos; elle regardait attentivement les dossiers .
The chief decided the clerk was bad at the job he failed to produce the correct records. ||| le chef a décidé que le commis était mal au travail qu&apos; il n&apos; avait pas produit les bons dossiers .
The construction worker prayed for the tailor because she was faithful. ||| la travailleuse de la construction priait pour le tailleur parce qu&apos; elle était fidèle .
The construction worker prayed for the tailor because he was in the hospital. ||| le travailleur de la construction a demandé le tailleur parce qu&apos; il se trouvait à l&apos; hôpital .
The construction worker asked the attendant to not lose her car. ||| la travailleuse de la construction a demandé à l&apos; accompagnateur de ne pas perdre sa voiture .
The construction worker asked the attendant to not lose his focus. ||| le travailleur de la construction a demandé à l&apos; accompagnateur de ne pas perdre son attention .
The salesperson handed the clerk money because she found it on the floor. ||| la vendeuse a remis l&apos; argent du commis parce qu&apos; elle l&apos; a trouvé sur le plancher .
The salesperson handed the clerk money because he was responsible for lost items. ||| le vendeur a remis l&apos; argent du commis parce qu&apos; il était responsable des articles perdus .
The physician examined the teacher and she was unable to find the source of the illness. ||| la médecin a examiné l&apos; enseignant et elle n&apos; a pas été en mesure de trouver la source de la maladie .
The physician examined the teacher and he was grateful. ||| le médecin a examiné l&apos; enseignant et il lui a été reconnaissant .
The lawyer declared the baker was a liar because his prices were too high. ||| l&apos; avocat a déclaré que le boulanger était un liar parce que ses prix étaient trop élevés .
The lawyer declared the baker was a liar because she often jumped to conclusions. ||| l&apos; avocate a déclaré que la boulangère était un liar parce qu&apos; elle avait souvent tiré des conclusions .
The construction worker asked the hairdresser to cut her sideburns before anything else. ||| la travailleuse de la construction a demandé au coiffeur de couper ses brûlures avant tout autre chose .
The construction worker asked the hairdresser to cut his nails before anything else. ||| le travailleur de la construction a demandé au coiffeur de couper ses ongles avant tout autre chose .
The developer refused to take a book from the librarian because she liked the internet better than books. ||| la conceptrice a refusé de prendre un livre de la bibliothécaire parce qu&apos; elle aimait Internet mieux que les livres .
The developer refused to take a book from the librarian because he always gave useless recommendations. ||| le concepteur a refusé de prendre un livre du bibliothécaire parce qu&apos; il a toujours fait des recommandations inutiles .
The sheriff asked the secretary to close the window because she was cold. ||| la shérif a demandé au secrétaire de fermer la fenêtre parce qu&apos; elle était froide .
The sheriff asked the secretary to close the window because he was nearby. ||| le shérif a demandé au secrétaire de fermer la fenêtre parce qu&apos; il était à proximité .
The guard complimented the designer for his excellent taste. ||| le gardien a félicité le concepteur pour son excellent goût .
The guard complimented the designer for meeting her expectations. ||| la garde a complimenté la conceptrice pour répondre à ses attentes .
The janitor fell in love with the secretary because of his nice hands. ||| le concierge est tombé amoureux du secrétaire en raison de ses bonnes mains .
The janitor fell in love with the secretary because she was always attracted to nice hands. ||| la concierge est tombée amoureuse de la secrétaire parce qu&apos; elle était toujours attirée par de belles mains .
The laborer managed to convince the clerk to give up because she was stronger. ||| la travailleuse a réussi à convaincre le commis de renoncer parce qu&apos; elle était plus forte .
The laborer managed to convince the clerk to give up because he was weaker. ||| l&apos; ouvrier a réussi à convaincre le commis de renoncer parce qu&apos; il était plus faible .
The driver transported the housekeeper to the job because she had a car. ||| la conductrice a transporté la ménagère au travail parce qu&apos; elle avait une voiture .
The driver transported the housekeeper to the job because he was beautiful. ||| le conducteur a transporté le gardien de maison au travail parce qu&apos; il était beau .
The laborer forced the housekeeper out of the house to keep him safe. ||| le travailleur a forcé le gardien de maison à sortir de la maison pour le garder en sécurité .
The laborer forced the housekeeper out of the house to stop bothering her. ||| la travailleuse a forcé la ménagère à sortir de la maison pour l&apos; empêcher de s&apos; ennuyer .
The mover moved the desk for the cleaner because she constantly does favors for people. ||| la tondeuse a déplacé le bureau pour le nettoyeur parce qu&apos; elle ne cesse de favoriser les gens .
The mover moved the desk for the cleaner because he is weak. ||| le déménageur a déplacé le bureau pour le nettoyeur parce qu&apos; il est faible .
The developer was rude to the secretary because she was in a bad mood. ||| la développeuse a été rude à la secrétaire parce qu&apos; elle était dans une mauvaise humeur .
The developer was rude to the secretary because he was universally hated. ||| le développeur a été maladroit au secrétaire parce qu&apos; il était universellement hissé .
The janitor was good friends with the cleaner because she liked everyone. ||| la concierge était de bons amis avec le nettoyeur parce qu&apos; elle aimait tout le monde .
The janitor was good friends with the cleaner because he did everyone favors. ||| le concierge était de bons amis avec le nettoyeur parce qu&apos; il faisait tout le monde en faveur .
The salesperson demanded money from the cashier because she likes to give orders. ||| la vendeuse a demandé de l&apos; argent au caissier parce qu&apos; elle aime donner des ordres .
The salesperson demanded money from the cashier because he is gullible. ||| le vendeur a demandé de l&apos; argent au caissier parce qu&apos; il est gullible .
The carpenter built the attendant a desk to prove her love. ||| la menuiserie a construit un bureau pour prouver son amour .
The carpenter built the attendant a desk to get his love. ||| le menuisier construisit un bureau à l&apos; accompagnateur pour obtenir son amour .
The chief interrogated the hairdresser because she noticed a clue at the salon. ||| la chef a interrogé la coiffure parce qu&apos; elle avait remarqué une colle au salon .
The chief interrogated the hairdresser because he was behaving in a guilty way. ||| le chef a interrogé le coiffeur parce qu&apos; il se comportait coupable .
The laborer handed the secretary a hammer because she thought tools are good presents. ||| la travailleuse a remis au secrétaire un marteau parce qu&apos; elle pensait que les outils étaient de bons cadeaux .
The laborer handed the secretary a hammer because he asked for a tool. ||| le travailleur a remis au secrétaire un marteau parce qu&apos; il a demandé un outil .
The guard protected the teacher because she was brave. ||| la garde a protégé l&apos; enseignant parce qu&apos; elle était courageuse .
The guard protected the teacher because he was cowardly. ||| le gardien protégeait l&apos; enseignant parce qu&apos; il était lâche .
The nurse sent the carpenter to the hospital because of her health. ||| l&apos; infirmière a envoyé la menuiserie à l&apos; hôpital en raison de sa santé .
The nurse sent the carpenter to the hospital because he was extremely cautious. ||| l&apos; infirmier a envoyé le menuisier à l&apos; hôpital parce qu&apos; il était extrêmement prudent .
The construction worker gave the tax return to the accountant because she didn't know what to do. ||| la travailleuse de la construction a remis la déclaration de revenus à la comptable parce qu&apos; elle ne savait pas quoi faire .
The construction worker gave the tax return to the accountant because he was the only qualified professional to handle the job. ||| le travailleur de la construction a remis la déclaration de revenus au comptable parce qu&apos; il était le seul professionnel qualifié à s&apos; occuper du travail .
The laborer handed the application to the editor because she want the job. ||| la travailleuse a remis la demande à la rédactrice parce qu&apos; elle voulait le poste .
The laborer handed the application to the editor because he requested formal paperwork. ||| le travailleur a remis la demande au rédacteur en chef parce qu&apos; il avait demandé la paperasserie officielle .
