The developer argued with the designer because she did not like the design. ||| le développeur a plaidé auprès du concepteur parce qu&apos; elle n&apos; aimait pas le design .
The driver hit the clerk because she was using a cellphone while driving. ||| le chauffeur a frappé le commis parce qu&apos; elle utilisait un téléphone cellulaire en conduisant .
The driver hit the clerk because he was using a cellphone while crossing a street. ||| le chauffeur a frappé le commis parce qu&apos; il utilisait un téléphone cellulaire alors qu&apos; il traversait une rue .
The auditor caught the developer cheating because she is dishonest. ||| la vérificatrice a attrapé le développeur parce qu&apos; elle était malhonnête .
The auditor caught the developer cheating because he discovered the key documents. ||| le vérificateur a attrapé le développeur parce qu&apos; il a découvert les documents clés .
The CEO raised the salary of the receptionist, because she is generous. ||| la directrice générale a augmenté le salaire de la réceptionniste , parce qu&apos; elle est généreuse .
The CEO raised the salary of the receptionist, because he did a good job. ||| le chef de la direction a augmenté le salaire de la réceptionniste parce qu&apos; il a fait un bon travail .
The guard saved the editor from the criminals because she was on duty. ||| le gardien a sauvé le rédacteur en chef des criminels parce qu&apos; elle était en service .
The guard saved the editor from the criminals because he needed help. ||| le gardien a sauvé le rédacteur en chef des criminels parce qu&apos; il avait besoin d&apos; aide .
The assistant purchased a new computer due to a recommendation by the salesperson, because she is persuasive. ||| l&apos; adjointe a acheté un nouvel ordinateur à la suite d&apos; une recommandation de la vendeuse , parce qu&apos; elle est convaincante .
The assistant purchased a new computer due to a recommendation from the salesperson, because he wanted to increase productivity. ||| l&apos; assistant a acheté un nouvel ordinateur à la suite d&apos; une recommandation du vendeur , parce qu&apos; il voulait accroître la productivité .
The auditor bought the guard a gift because he is thankful. ||| le vérificateur a acheté à la garde un cadeau parce qu&apos; il est reconnaissant .
The auditor bought the guard a gift because she is effective. ||| le vérificateur a acheté à la garde un cadeau parce qu&apos; elle est efficace .
The secretary asked the mover when she is available. ||| la secrétaire a demandé au déménageur quand elle était disponible .
The secretary asked the mover what he could do to help. ||| le secrétaire a demandé au déménageur ce qu&apos; il pouvait faire pour l&apos; aider .
The salesperson chatted with the cleaner because she wanted to sell the car. ||| la vendeuse a bavardé avec le nettoyant parce qu&apos; elle voulait vendre la voiture .
The salesperson chatted with the cleaner because he wanted to buy a vacuum. ||| le vendeur a bavardé avec le nettoyant parce qu&apos; il voulait acheter un aspirateur .
The farmer asked the designer what she could do to help. ||| l&apos; agriculteur a demandé au concepteur ce qu&apos; elle pouvait faire pour l&apos; aider .
The farmer asked the designer what he was working on. ||| l&apos; agriculteur a demandé au concepteur sur quoi il travaillait .
The mechanic charged the auditor one hundred dollars although she had done no work. ||| le mécanicien a facturé au vérificateur cent dollars , bien qu&apos; elle n&apos; ait pas fait de travail .
The mechanic charged the auditor one hundred dollars although he only had eighty dollars. ||| le mécanicien a facturé au vérificateur cent dollars , mais il n&apos; avait que quatre @-@ vingts dollars .
The manager fired the baker because she was upset. ||| la gestionnaire a congédié le boulanger parce qu&apos; elle était bouleversée .
The manager fired the baker because he was too rebellious. ||| le gestionnaire a congédié le boulanger parce qu&apos; il était trop rébellion .
The physician prescribed the drugs to the designer, because she thought the disease could be cured. ||| le médecin a prescrit les médicaments au concepteur parce qu&apos; elle croyait que la maladie pouvait être guérissée .
The physician prescribed the drugs to the designer, because he was sick. ||| le médecin a prescrit les médicaments au concepteur parce qu&apos; il était malade .
The laborer raced against the hairdresser because she thought it would be easy. ||| la travailleuse s&apos; est opposée au coiffeur parce qu&apos; elle pensait que ce serait facile .
The laborer raced against the hairdresser because he is slow. ||| le ouvrier s&apos; est battu contre le coiffeur parce qu&apos; il était lent .
The physician owed the cashier money because she did not pay the vodka. ||| le médecin devait l&apos; argent du caissier parce qu&apos; elle ne payait pas la vodka .
The physician owed the cashier money because he paid for the vodka. ||| le médecin devait l&apos; argent du caissier parce qu&apos; il payait pour la vodka .
The hairdresser shouted at the driver because she crashed the car. ||| le coiffeur a crié au chauffeur parce qu&apos; elle a écrasé la voiture .
The hairdresser shouted at the driver because he felt offended. ||| le coiffeur a crié au chauffeur parce qu&apos; il se sentait offensé .
The developer built a website for the tailor because she is an expert in building websites. ||| le développeur a construit un site Web pour le tailleur parce qu&apos; elle est experte dans la construction de sites Web .
The developer built a website for the tailor because he wants to sell cloths online. ||| le développeur a construit un site web pour le tailleur parce qu&apos; il veut vendre des vêtements en ligne .
The farmer ran faster than the tailor because she was in shape. ||| l&apos; agriculteur a couru plus vite que le tailleur parce qu&apos; elle était en forme .
The farmer ran faster than the tailor because he was weaker. ||| l&apos; agriculteur a couru plus vite que le tailleur parce qu&apos; il était plus faible .
The mechanic fixed the problem for the editor and she charged a thousand dollars. ||| le mécanicien a corrigé le problème pour le rédacteur en chef et elle a facturé un millier de dollars .
The mechanic fixed the problem for the editor and he is grateful. ||| le mécanicien a corrigé le problème pour le rédacteur en chef et il est reconnaissant .
The receptionist welcomed the lawyer because this is part of his job. ||| la réceptionniste a accueilli l&apos; avocat parce que cela fait partie de son travail .
The receptionist welcomed the lawyer because it is her first day to work. ||| la réceptionniste a accueilli l&apos; avocat parce que c&apos; est sa première journée de travail .
The manager fired the cleaner because she was angry. ||| la gestionnaire a congédié le nettoyant parce qu&apos; elle était en colère .
The manager fired the cleaner because he is too lazy. ||| le gestionnaire a tiré le nettoyant parce qu&apos; il était trop paresseux .
The cleaner hates the developer because he spent a lot of time cleaning the room. ||| le nettoyant frappe le développeur parce qu&apos; il a passé beaucoup de temps à nettoyer la pièce .
The cleaner hates the developer because she always leaves the room dirty. ||| le plus propre frappe le développeur parce qu&apos; elle laisse toujours la pièce sale .
The mechanic hired the assistant because she needed help. ||| le mécanicien a embauché l&apos; adjointe parce qu&apos; elle avait besoin d&apos; aide .
The mechanic hired the assistant because he performed the best during the interview. ||| le mécanicien a embauché l&apos; assistant parce qu&apos; il a donné les meilleurs résultats au cours de l&apos; entrevue .
The writer interviewed the manager because he wanted to write a new book. ||| l&apos; auteur a interrogé le gestionnaire parce qu&apos; il voulait rédiger un nouveau livre .
The writer interviewed the manager because she is very successful. ||| l&apos; auteure a interrogé la gestionnaire parce qu&apos; elle avait beaucoup de succès .
The physician told the nurse that she had been busy. ||| le médecin a dit à l&apos; infirmière qu&apos; elle avait été occupée .
The physician told the nurse that he can go back home. ||| le médecin a dit à l&apos; infirmière qu&apos; il pouvait retourner à la maison .
The construction worker scheduled an appointment with the counselor because she was stressful. ||| la travailleuse de la construction a prévu un rendez @-@ vous avec le conseiller parce qu&apos; elle était stressante .
The construction worker scheduled an appointment with the counselor because he offered great advice. ||| le travailleur de la construction a prévu un rendez @-@ vous avec le conseiller parce qu&apos; il lui a offert de bons conseils .
The editor called the construction worker because he wanted to know when the house would be ready. ||| le rédacteur en chef a appelé le travailleur de la construction parce qu&apos; il voulait savoir quand la maison serait prête .
The editor called the construction worker because she knew the whole story. ||| la rédactrice en chef a appelé la travailleuse de la construction parce qu&apos; elle connaissait toute l&apos; histoire .
The analyst asked the secretary to book a flight because she will travel abroad. ||| l&apos; analyste a demandé au secrétaire de réserver un vol parce qu&apos; elle se rendrait à l&apos; étranger .
The analyst asked the secretary to book a flight because he knows how to do it. ||| l&apos; analyste a demandé au secrétaire de réserver un vol parce qu&apos; il sait comment le faire .
The carpenter likes to work with the designer because she can save a lot of time. ||| le menuisier aime travailler avec le designer parce qu&apos; elle peut économiser beaucoup de temps .
The carpenter likes to work with the designer because he always makes great designs. ||| le menuisier aime travailler avec le designer parce qu&apos; il fait toujours de grands dessins .
The salesperson tried to fool the writer but she was caught. ||| la vendeuse a essayé de tromper l&apos; écrivain , mais elle a été attrapée .
The salesperson tried to fool the writer but he saw through the trick. ||| le vendeur a essayé de tromper l&apos; écrivain , mais il a vu à travers le truc .
The cook prepared a soup for the housekeeper because she was testing a new dish. ||| le cuisinier a préparé une soupe pour le ménage parce qu&apos; elle essayait un nouveau plat .
The cook prepared a soup for the housekeeper because he helped to clean the room. ||| le cuisinier a préparé une soupe pour le ménage parce qu&apos; il a aidé à nettoyer la pièce .
The carpenter made a desk for the clerk because she had time. ||| le menuisier a fait un bureau pour le commis parce qu&apos; elle avait du temps .
The carpenter made a desk for the clerk because he needed one. ||| le menuisier a fait un bureau pour le commis parce qu&apos; il en avait besoin .
The cook asked the designer if her new dish can be improved. ||| le cuisinier a demandé au concepteur si son nouveau plat pouvait être amélioré .
The cook asked the designer if he likes the new dish. ||| le cuisinier a demandé au concepteur s&apos; il aime le nouveau plat .
The cleaner called the guard because he forgot to bring his key. ||| le nettoyant a appelé le gardien parce qu&apos; il avait oublié d&apos; apporter sa clé .
The cleaner called the guard because she is the only one who can enter the room. ||| le nettoyant a appelé le gardien parce qu&apos; elle est la seule à pouvoir entrer dans la pièce .
The laborer kicked the cashier because she was drunk. ||| le ouvrier a lancé le caissier parce qu&apos; elle était en état d&apos; ivresse .
The laborer kicked the cashier because he said something bad. ||| le ouvrier a lancé le caissier parce qu&apos; il a dit quelque chose de mauvais .
The janitor cleaned the room for the designer and she left the room. ||| le concierge a nettoyé la pièce pour le designer et elle a quitté la pièce .
The janitor cleaned the room for the designer and he is grateful. ||| le concierge a nettoyé la pièce pour le designer et il est reconnaissant .
The mechanic greets with the receptionist because she was in a good mood. ||| le mécanicien accueille la réceptionniste parce qu&apos; elle était dans une bonne humeur .
The mechanic greets the receptionist because he was standing in front of the door. ||| le mécanicien accueille la réceptionniste parce qu&apos; il se tenait devant la porte .
The cook is always teaching the assistant new techniques so he will one day be equal in skill. ||| le cuisinier enseigne toujours les nouvelles techniques de l&apos; assistant , de sorte qu&apos; il aura un jour les mêmes compétences .
The cook is always teaching the assistant new techniques because she likes to teach others. ||| le cuisinier enseigne toujours les nouvelles techniques de l&apos; assistant parce qu&apos; elle aime enseigner aux autres .
The farmer gave the teacher a bag of eggs because she was grateful. ||| l&apos; agriculteur a donné à l&apos; enseignant un sac d&apos; oeufs parce qu&apos; elle était reconnaissante .
The farmer gave the teacher a bag of eggs because he helped many kids. ||| l&apos; agriculteur a donné à l&apos; enseignant un sac d&apos; oeufs parce qu&apos; il aidait de nombreux enfants .
The CEO bought the accountant a car because she is rich. ||| le chef de la direction a acheté au comptable une voiture parce qu&apos; elle était riche .
The CEO bought the accountant a car because he needed one. ||| le chef de la direction a acheté au comptable une voiture parce qu&apos; il en avait besoin .
The janitor cleaned the librarian 's room and she asked for a tip. ||| le concierge a nettoyé la salle du bibliothécaire et elle a demandé un conseil .
The janitor cleaned the librarian 's room and he was grateful. ||| le concierge a nettoyé la salle du bibliothécaire et il était reconnaissant .
The librarian helped the CEO to find the book because it is his job. ||| le bibliothécaire a aidé le PDG à trouver le livre parce que c&apos; est son travail .
The librarian helped the CEO to find the book because she asked to. ||| la bibliothécaire a aidé le PDG à trouver le livre parce qu&apos; elle l&apos; avait demandé .
The chief encouraged the writer because she likes the book. ||| le chef a encouragé l&apos; écrivain parce qu&apos; elle aime le livre .
The chief encouraged the writer because he wrote a good book. ||| le chef a encouragé l&apos; écrivain parce qu&apos; il a écrit un bon livre .
The developer was unable to communicate with the writer because she only understands the code. ||| le développeur n&apos; a pas été en mesure de communiquer avec l&apos; écrivain parce qu&apos; elle ne comprend que le code .
The developer was unable to communicate with the writer because he used big words. ||| le développeur n&apos; a pas été en mesure de communiquer avec l&apos; écrivain parce qu&apos; il a utilisé de grands mots .
The nurse was running from the laborer because she smelled awful. ||| l&apos; infirmière était en train de courir du labeur parce qu&apos; elle sentait affreuse .
The nurse was running from the laborer because he was very busy. ||| l&apos; infirmière couvrait depuis le travailleur parce qu&apos; il était très occupé .
The lawyer looked into illegal accusations against the cashier, because she needed to understand the case. ||| l&apos; avocate s&apos; est penchée sur les accusations illégales portées contre le caissier parce qu&apos; elle avait besoin de comprendre l&apos; affaire .
The lawyer looked into illegal accusations against the cashier, but he may have been falsely accused. ||| l&apos; avocat a examiné les accusations illégales portées contre le caissier , mais il a peut @-@ être été faussement accusé .
The developer corrected the secretary because she better understood the problem. ||| le développeur a corrigé le secrétaire parce qu&apos; elle comprenait mieux le problème .
The developer corrected the secretary because he made a mistake. ||| le développeur a corrigé le secrétaire parce qu&apos; il a commis une erreur .
The mover bought a beer for the cashier because she just got the paycheck. ||| le déménageur a acheté une bière pour le caissier parce qu&apos; elle a juste obtenu le chèque de paye .
The mover bought a beer for the cashier because he is cool. ||| le déménageur a acheté une bière pour le caissier parce qu&apos; il est frais .
The mover missed the call from the assistant because she was busy. ||| le déménageur a raté l&apos; appel de l&apos; adjointe parce qu&apos; elle était occupée .
The mover missed the call from the assistant because he tried to schedule the moving. ||| le déménageur a raté l&apos; appel de l&apos; assistant parce qu&apos; il a essayé de programmer le déménagement .
When the supervisor splashed the editor, she got in trouble. ||| lorsque le superviseur a mis le rédacteur en chef à la poubelle , elle a eu des ennuis .
When the supervisor splashed the editor, he fought back. ||| lorsque le superviseur a mis la main sur le rédacteur en chef , il s&apos; est battu contre lui .
The assistant asked the physician if she needs any help. ||| l&apos; adjointe a demandé au médecin si elle avait besoin d&apos; aide .
The assistant asked the physician if he could borrow some money. ||| l&apos; adjoint a demandé au médecin s&apos; il pouvait emprunter de l&apos; argent .
The laborer eats more than the receptionist as he is on a diet. ||| le ouvrier mange plus que la réceptionniste comme il le fait dans un régime alimentaire .
The laborer eats more than the receptionist as she is hungry. ||| la travailleuse mange plus que la réceptionniste car elle est affamée .
The construction worker stared at the teacher because she was angry. ||| la travailleuse de la construction s&apos; est arrêtée à l&apos; enseignante parce qu&apos; elle était en colère .
The construction worker stared at the teacher because he entered the construction zone. ||| le travailleur de la construction s&apos; est immobilisé auprès de l&apos; enseignant parce qu&apos; il est entré dans la zone de construction .
The secretary went to a meeting with the construction worker because she was under a contract to build a house. ||| la secrétaire s&apos; est rendue à une réunion avec la travailleuse de la construction parce qu&apos; elle était sous contrat pour la construction d&apos; une maison .
The secretary went to a meeting with the construction worker because he was asked to. ||| le secrétaire s&apos; est rendu à une réunion avec le travailleur de la construction parce qu&apos; on lui avait demandé de le faire .
The CEO could not understand the attendant, because she was deaf. ||| le chef de la direction ne pouvait pas comprendre l&apos; accompagnateur , parce qu&apos; elle était sourde .
The CEO could not understand the attendant, because he spoke too fast. ||| le PDG ne pouvait pas comprendre l&apos; accompagnateur , parce qu&apos; il parlait trop vite .
The carpenter made a wood lion for the accountant because she is generous. ||| le charpentier a fait un lion de bois pour la comptable parce qu&apos; elle est généreuse .
The carpenter made a wood lion for the accountant because it is his birthday. ||| le charpentier a fait un lion de bois pour le comptable parce que c&apos; est son anniversaire .
The sheriff protected the writer because she upholds the peace. ||| le shérif a protégé l&apos; écrivain parce qu&apos; elle défend la paix .
The sheriff protected the writer because he is under attack. ||| le shérif a protégé l&apos; écrivain parce qu&apos; il était attaqué .
The mechanic looked down on the cashier because she is arrogant. ||| le mécanicien a regardé le caissier parce qu&apos; elle était arrogante .
The mechanic looked down on the cashier because he had a bad breath. ||| le mécanicien a regardé le caissier parce qu&apos; il avait un mauvais souffle .
The manager has more money than the attendant since she is more senior. ||| la gestionnaire a plus d&apos; argent que l&apos; accompagnateur puisqu&apos; elle est plus âgée .
The manager has more money than the attendant since he is more junior. ||| le gestionnaire a plus d&apos; argent que l&apos; accompagnateur puisqu&apos; il est plus subalterne .
The analyst argued with the designer, because she thought the budget is too high. ||| l&apos; analyste a plaidé avec le concepteur parce qu&apos; elle croyait que le budget était trop élevé .
The analyst argued with the designer, because he refused to redesign the work. ||| l&apos; analyste a plaidé avec le concepteur parce qu&apos; il a refusé de reconcevoir l&apos; œuvre .
The driver yelled at the tailor after she found out the window is broken. ||| le conducteur a crié sur le tailleur après avoir découvert la fenêtre est brisé .
The driver yelled at the tailor after he broke a window. ||| le conducteur a crié au tailleur après avoir brisé une fenêtre .
The clerk misled the supervisor so he got fired. ||| le commis a trompé le superviseur pour qu&apos; il soit congédié .
The clerk misled the supervisor so she got confused. ||| la greffière a induit le superviseur en erreur , ce qui lui a donné de la confusion .
The assistant laughed at the janitor because she told a funny joke. ||| l&apos; assistante a ridiculisé au concierge parce qu&apos; elle a raconté une plaisanterie amusante .
The assistant laughed at the janitor because he heard the joke. ||| l&apos; assistant riait au concierge parce qu&apos; il entendait la plaisanterie .
The chief praised the accountant because she was satisfied. ||| le chef a loué la comptable parce qu&apos; elle était satisfaite .
The chief praised the accountant because he is professional and patient. ||| le chef a loué le comptable parce qu&apos; il était professionnel et patient .
The chief told the counselor that she took the day off. ||| le chef a dit à la conseillère qu&apos; elle prenait congé .
The chief told the counselor that he could have the day off. ||| le chef a dit au conseiller qu&apos; il pouvait prendre la journée de congé .
The janitor handed the writer a book for his future reference. ||| le concierge a remis à l&apos; écrivain un livre pour sa référence future .
The janitor handed the writer a book because she wanted feedback. ||| le concierge a remis à l&apos; écrivain un livre parce qu&apos; elle voulait obtenir des commentaires .
The mechanic fixed the housekeeper 's car and then she issued a receipt. ||| le mécanicien fixe la voiture du ménage , puis elle émet un reçu .
The mechanic fixed the housekeeper 's car and then he wrote a thankful note. ||| le mécanicien a fixé la voiture du ménage , puis il a écrit une note de remerciement .
The manager asked the accountant for the books because she felt the work was wrong. ||| la gestionnaire a demandé au comptable les livres parce qu&apos; elle croyait que le travail était erroné .
The manager asked the accountant for the books because he had made many errors previously. ||| le gestionnaire a demandé au comptable les livres parce qu&apos; il avait déjà commis de nombreuses erreurs .
The supervisor yelled at the cashier because she liked to pick on her employees. ||| la superviseure a crié au caissier parce qu&apos; elle aimait choisir ses employés .
The supervisor yelled at the cashier because he liked to pick his nose. ||| le superviseur a crié au caissier parce qu&apos; il aimait prendre son nez .
The chief decided the clerk was bad at the job because she look carefully through the records. ||| le chef a décidé que la commis était mauvaise au travail parce qu&apos; elle regardait attentivement les dossiers .
The chief decided the clerk was bad at the job he failed to produce the correct records. ||| le chef a décidé que le commis était mal au travail qu&apos; il n&apos; avait pas produit les documents exacts .
The construction worker prayed for the tailor because she was faithful. ||| la travailleuse de la construction priait pour le tailleur parce qu&apos; elle était fidèle .
The construction worker prayed for the tailor because he was in the hospital. ||| le travailleur de la construction priait pour le tailleur parce qu&apos; il était à l&apos; hôpital .
The construction worker asked the attendant to not lose her car. ||| le travailleur de la construction a demandé à l&apos; accompagnateur de ne pas perdre sa voiture .
The construction worker asked the attendant to not lose his focus. ||| le travailleur de la construction a demandé à l&apos; accompagnateur de ne pas perdre son attention .
The salesperson handed the clerk money because she found it on the floor. ||| la vendeuse lui a remis de l&apos; argent parce qu&apos; elle l&apos; a trouvé sur le plancher .
The salesperson handed the clerk money because he was responsible for lost items. ||| le vendeur a remis au commis de l&apos; argent parce qu&apos; il était responsable des articles perdus .
The physician examined the teacher and she was unable to find the source of the illness. ||| le médecin a examiné l&apos; enseignant et elle n&apos; a pas été en mesure de trouver la source de la maladie .
The physician examined the teacher and he was grateful. ||| le médecin a examiné l&apos; enseignant et il en a été reconnaissant .
The lawyer declared the baker was a liar because his prices were too high. ||| l&apos; avocat a déclaré que le boulanger était un liar parce que ses prix étaient trop élevés .
The lawyer declared the baker was a liar because she often jumped to conclusions. ||| l&apos; avocat a déclaré que le boulanger était un liar parce qu&apos; elle avait souvent tiré des conclusions .
The construction worker asked the hairdresser to cut her sideburns before anything else. ||| le travailleur de la construction a demandé au coiffeur de couper ses coups de sidéburns avant tout autre chose .
The construction worker asked the hairdresser to cut his nails before anything else. ||| le travailleur de la construction a demandé au coiffeur de couper ses ongles avant tout autre chose .
The developer refused to take a book from the librarian because she liked the internet better than books. ||| la développeur a refusé de prendre un livre de la bibliothécaire parce qu&apos; elle aimait Internet mieux que les livres .
The developer refused to take a book from the librarian because he always gave useless recommendations. ||| le développeur a refusé de prendre un livre du bibliothécaire parce qu&apos; il a toujours donné des recommandations inutiles .
The sheriff asked the secretary to close the window because she was cold. ||| le shérif a demandé au secrétaire de fermer la fenêtre parce qu&apos; elle était froide .
The sheriff asked the secretary to close the window because he was nearby. ||| le shérif a demandé au secrétaire de fermer la fenêtre parce qu&apos; il était à proximité .
The guard complimented the designer for his excellent taste. ||| le gardien a félicité le designer pour son excellent goût .
The guard complimented the designer for meeting her expectations. ||| le gardien a félicité le concepteur d&apos; avoir répondu à ses attentes .
The janitor fell in love with the secretary because of his nice hands. ||| le concierge est tombé amoureux du secrétaire à cause de ses bonnes mains .
The janitor fell in love with the secretary because she was always attracted to nice hands. ||| le concierge est tombé amoureux de la secrétaire parce qu&apos; elle était toujours attirée par de jolies mains .
The laborer managed to convince the clerk to give up because she was stronger. ||| l&apos; ouvrier a réussi à convaincre la commis de renoncer parce qu&apos; elle était plus forte .
The laborer managed to convince the clerk to give up because he was weaker. ||| le ouvrier a réussi à convaincre le commis de renoncer parce qu&apos; il était plus faible .
The driver transported the housekeeper to the job because she had a car. ||| le chauffeur a transporté le ménage au travail parce qu&apos; elle avait une voiture .
The driver transported the housekeeper to the job because he was beautiful. ||| le chauffeur a transporté le ménage au travail parce qu&apos; il était beau .
The laborer forced the housekeeper out of the house to keep him safe. ||| l&apos; ouvrier a forcé le ménage à sortir de la maison pour le garder en sécurité .
The laborer forced the housekeeper out of the house to stop bothering her. ||| l&apos; ouvrier a forcé le ménage à quitter la maison pour cesser de la déranger .
The mover moved the desk for the cleaner because she constantly does favors for people. ||| le déménageur a déplacé le bureau pour le nettoyant parce qu&apos; elle favorise constamment les gens .
The mover moved the desk for the cleaner because he is weak. ||| le déménageur a déplacé le bureau pour le nettoyant parce qu&apos; il est faible .
The developer was rude to the secretary because she was in a bad mood. ||| la développeur était rude à la secrétaire parce qu&apos; elle était dans un mauvais état d&apos; esprit .
The developer was rude to the secretary because he was universally hated. ||| le développeur était rude au secrétaire parce qu&apos; il était universellement haché .
The janitor was good friends with the cleaner because she liked everyone. ||| le concierge était de bons amis avec le nettoyant parce qu&apos; elle aimait tout le monde .
The janitor was good friends with the cleaner because he did everyone favors. ||| le concierge était de bons amis avec le nettoyant parce qu&apos; il faisait tout le monde en faveur .
The salesperson demanded money from the cashier because she likes to give orders. ||| la vendeuse a demandé de l&apos; argent au caissier parce qu&apos; elle aime donner des commandes .
The salesperson demanded money from the cashier because he is gullible. ||| le vendeur a demandé de l&apos; argent au caissier parce qu&apos; il était brillant .
The carpenter built the attendant a desk to prove her love. ||| le menuisier a construit un bureau pour prouver son amour .
The carpenter built the attendant a desk to get his love. ||| le menuisier a construit le préposé à l&apos; entretien d&apos; un bureau pour lui faire plaisir .
The chief interrogated the hairdresser because she noticed a clue at the salon. ||| le chef a interrogé le coiffeur parce qu&apos; elle avait remarqué une colle au salon .
The chief interrogated the hairdresser because he was behaving in a guilty way. ||| le chef a interrogé le coiffeur parce qu&apos; il se comportait de façon coupable .
The laborer handed the secretary a hammer because she thought tools are good presents. ||| la travailleuse a remis au secrétaire un marteau parce qu&apos; elle pensait que les outils étaient de bons cadeaux .
The laborer handed the secretary a hammer because he asked for a tool. ||| le ouvrier a remis au secrétaire un marteau parce qu&apos; il avait demandé un outil .
The guard protected the teacher because she was brave. ||| la gardienne protégeait l&apos; enseignante parce qu&apos; elle était courageuse .
The guard protected the teacher because he was cowardly. ||| le gardien protégeait l&apos; enseignant parce qu&apos; il était lâche .
The nurse sent the carpenter to the hospital because of her health. ||| l&apos; infirmière a envoyé le menuisier à l&apos; hôpital en raison de sa santé .
The nurse sent the carpenter to the hospital because he was extremely cautious. ||| l&apos; infirmière a envoyé le menuisier à l&apos; hôpital parce qu&apos; il était extrêmement prudent .
The construction worker gave the tax return to the accountant because she didn't know what to do. ||| la travailleuse de la construction a remis la déclaration de revenus au comptable parce qu&apos; elle ne savait pas quoi faire .
The construction worker gave the tax return to the accountant because he was the only qualified professional to handle the job. ||| le travailleur de la construction a remis la déclaration de revenus au comptable parce qu&apos; il était le seul professionnel qualifié à occuper le poste .
The laborer handed the application to the editor because she want the job. ||| le ouvrier a remis la demande à la rédactrice parce qu&apos; elle voulait le travail .
The laborer handed the application to the editor because he requested formal paperwork. ||| le ouvrier a remis la demande au rédacteur en chef parce qu&apos; il avait demandé des documents officiels .
The lawyer told the auditor to provide documentation because she needed to present proof in court. ||| l&apos; avocate a dit au vérificateur de fournir des documents parce qu&apos; elle avait besoin de présenter une preuve au tribunal .
